county,precinct,office,district,party,candidate,votes,failsafe_provisional,failsafe,absentee_by_mail,election_day,in-person_absentee,provisional
Abbeville,Failsafe Provisional,Advisory Question 2,,REP,No,0,0,0,0,0,0,0
Aiken,Aiken No. 1,BALLOTS CAST,,REP,BALLOTS CAST - Republican,343,0,0,52,257,34,0
Aiken,Aiken No. 2,BALLOTS CAST,,REP,BALLOTS CAST - Republican,327,0,0,16,287,24,0
Aiken,Aiken No. 3,BALLOTS CAST,,REP,BALLOTS CAST - Republican,26,0,0,5,2,19,0
Aiken,Aiken No. 4,BALLOTS CAST,,REP,BALLOTS CAST - Republican,77,0,0,2,67,8,0
Aiken,Aiken No. 5,BALLOTS CAST,,REP,BALLOTS CAST - Republican,265,0,0,33,200,32,0
Aiken,Aiken No. 6,BALLOTS CAST,,REP,BALLOTS CAST - Republican,308,0,0,71,217,20,0
Aiken,Bath,BALLOTS CAST,,REP,BALLOTS CAST - Republican,169,0,0,9,160,0,0
Aiken,Beech Island,BALLOTS CAST,,REP,BALLOTS CAST - Republican,304,0,0,18,284,2,0
Aiken,Belvedere No. 9,BALLOTS CAST,,REP,BALLOTS CAST - Republican,241,0,0,18,220,3,0
Aiken,Carolina Heights,BALLOTS CAST,,REP,BALLOTS CAST - Republican,188,0,0,6,174,8,0
Aiken,China Springs,BALLOTS CAST,,REP,BALLOTS CAST - Republican,284,0,0,5,258,21,0
Aiken,Clearwater,BALLOTS CAST,,REP,BALLOTS CAST - Republican,133,0,0,10,116,7,0
Aiken,College Acres,BALLOTS CAST,,REP,BALLOTS CAST - Republican,342,0,0,40,274,28,0
Aiken,Eureka,BALLOTS CAST,,REP,BALLOTS CAST - Republican,273,0,0,22,236,15,0
Aiken,Gloverville,BALLOTS CAST,,REP,BALLOTS CAST - Republican,220,0,0,6,206,8,0
Aiken,Graniteville,BALLOTS CAST,,REP,BALLOTS CAST - Republican,234,0,0,17,209,8,0
Aiken,Jackson,BALLOTS CAST,,REP,BALLOTS CAST - Republican,391,0,0,31,351,9,0
Aiken,Langley,BALLOTS CAST,,REP,BALLOTS CAST - Republican,234,0,0,13,214,7,0
Aiken,Lynwood,BALLOTS CAST,,REP,BALLOTS CAST - Republican,211,0,0,2,203,6,0
Aiken,Millbrook,BALLOTS CAST,,REP,BALLOTS CAST - Republican,440,0,0,103,290,47,0
Aiken,Monetta,BALLOTS CAST,,REP,BALLOTS CAST - Republican,257,0,0,12,241,4,0
Aiken,Montmorenci No. 22,BALLOTS CAST,,REP,BALLOTS CAST - Republican,329,0,0,48,261,20,0
Aiken,New Ellenton,BALLOTS CAST,,REP,BALLOTS CAST - Republican,313,0,0,15,287,11,0
Aiken,New Holland,BALLOTS CAST,,REP,BALLOTS CAST - Republican,150,0,0,18,128,4,0
Aiken,N. Augusta No. 25,BALLOTS CAST,,REP,BALLOTS CAST - Republican,237,0,0,9,221,7,0
Aiken,N. Augusta No. 26,BALLOTS CAST,,REP,BALLOTS CAST - Republican,138,0,0,9,121,8,0
Aiken,N. Augusta No. 27,BALLOTS CAST,,REP,BALLOTS CAST - Republican,314,0,0,37,266,11,0
Aiken,N. Augusta No. 28,BALLOTS CAST,,REP,BALLOTS CAST - Republican,236,0,0,34,199,3,0
Aiken,N. Augusta No. 29,BALLOTS CAST,,REP,BALLOTS CAST - Republican,250,0,0,20,225,5,0
Aiken,Oak Grove,BALLOTS CAST,,REP,BALLOTS CAST - Republican,158,0,0,8,148,2,0
Aiken,Perry,BALLOTS CAST,,REP,BALLOTS CAST - Republican,192,0,0,3,185,4,0
Aiken,Salley,BALLOTS CAST,,REP,BALLOTS CAST - Republican,162,0,0,4,157,1,0
Aiken,Shaws Fork,BALLOTS CAST,,REP,BALLOTS CAST - Republican,134,0,0,8,126,0,0
Aiken,Shiloh,BALLOTS CAST,,REP,BALLOTS CAST - Republican,403,0,0,23,342,38,0
Aiken,Six Points No. 35,BALLOTS CAST,,REP,BALLOTS CAST - Republican,279,0,0,60,175,44,0
Aiken,Tabernacle,BALLOTS CAST,,REP,BALLOTS CAST - Republican,174,0,0,7,161,6,0
Aiken,Talatha,BALLOTS CAST,,REP,BALLOTS CAST - Republican,307,0,0,24,275,8,0
Aiken,Vaucluse,BALLOTS CAST,,REP,BALLOTS CAST - Republican,349,0,0,20,304,25,0
Aiken,Wagener,BALLOTS CAST,,REP,BALLOTS CAST - Republican,361,0,0,12,342,7,0
Aiken,Ward,BALLOTS CAST,,REP,BALLOTS CAST - Republican,280,0,0,21,246,13,0
Aiken,Warrenville,BALLOTS CAST,,REP,BALLOTS CAST - Republican,394,0,0,15,354,25,0
Aiken,White Pond,BALLOTS CAST,,REP,BALLOTS CAST - Republican,158,0,0,8,146,4,0
Aiken,Windsor No. 43,BALLOTS CAST,,REP,BALLOTS CAST - Republican,213,0,0,13,188,12,0
Aiken,Belvedere No. 44,BALLOTS CAST,,REP,BALLOTS CAST - Republican,210,0,0,10,197,3,0
Aiken,Misty Lakes,BALLOTS CAST,,REP,BALLOTS CAST - Republican,368,0,0,12,346,10,0
Aiken,Six Points No. 46,BALLOTS CAST,,REP,BALLOTS CAST - Republican,168,0,0,11,133,24,0
Aiken,Aiken No. 47,BALLOTS CAST,,REP,BALLOTS CAST - Republican,226,0,0,33,166,27,0
Aiken,Hammond No. 48,BALLOTS CAST,,REP,BALLOTS CAST - Republican,253,0,0,11,237,5,0
Aiken,Willow Springs,BALLOTS CAST,,REP,BALLOTS CAST - Republican,289,0,0,24,249,16,0
Aiken,Breezy Hill,BALLOTS CAST,,REP,BALLOTS CAST - Republican,523,0,0,28,478,17,0
Aiken,Midland Valley No. 51,BALLOTS CAST,,REP,BALLOTS CAST - Republican,470,0,0,33,399,38,0
Aiken,Levels No. 52,BALLOTS CAST,,REP,BALLOTS CAST - Republican,198,0,0,18,165,15,0
Aiken,Hollow Creek,BALLOTS CAST,,REP,BALLOTS CAST - Republican,360,0,0,99,230,31,0
Aiken,N. Augusta No. 54,BALLOTS CAST,,REP,BALLOTS CAST - Republican,174,0,0,4,165,5,0
Aiken,N. Augusta No. 55,BALLOTS CAST,,REP,BALLOTS CAST - Republican,222,0,0,28,192,2,0
Aiken,Couchton,BALLOTS CAST,,REP,BALLOTS CAST - Republican,279,0,0,36,222,21,0
Aiken,Redds Branch,BALLOTS CAST,,REP,BALLOTS CAST - Republican,227,0,0,17,197,13,0
Aiken,Fox Creek No. 58,BALLOTS CAST,,REP,BALLOTS CAST - Republican,268,0,0,11,250,7,0
Aiken,Pine Forest,BALLOTS CAST,,REP,BALLOTS CAST - Republican,359,0,0,27,315,17,0
Aiken,Gem Lakes No. 60,BALLOTS CAST,,REP,BALLOTS CAST - Republican,304,0,0,39,243,22,0
Aiken,Silver Bluff,BALLOTS CAST,,REP,BALLOTS CAST - Republican,294,0,0,11,266,17,0
Aiken,Belvedere No. 62,BALLOTS CAST,,REP,BALLOTS CAST - Republican,225,0,0,4,214,7,0
Aiken,Ascauga Lake No. 63,BALLOTS CAST,,REP,BALLOTS CAST - Republican,164,0,0,5,152,7,0
Aiken,Cedar Creek No. 64,BALLOTS CAST,,REP,BALLOTS CAST - Republican,473,0,0,155,279,39,0
Aiken,Sleepy Hollow No. 65,BALLOTS CAST,,REP,BALLOTS CAST - Republican,493,0,0,62,419,12,0
Aiken,Hitchcock No. 66,BALLOTS CAST,,REP,BALLOTS CAST - Republican,304,0,0,39,249,16,0
Aiken,N. Augusta No. 67,BALLOTS CAST,,REP,BALLOTS CAST - Republican,232,0,0,16,207,9,0
Aiken,N. Augusta No. 68,BALLOTS CAST,,REP,BALLOTS CAST - Republican,459,0,0,54,397,8,0
Aiken,Anderson Pond No. 69,BALLOTS CAST,,REP,BALLOTS CAST - Republican,486,0,0,124,310,52,0
Aiken,Sandstone No. 70,BALLOTS CAST,,REP,BALLOTS CAST - Republican,285,0,0,24,242,19,0
Aiken,Midland Valley No. 71,BALLOTS CAST,,REP,BALLOTS CAST - Republican,424,0,0,41,356,27,0
Aiken,Levels No. 72,BALLOTS CAST,,REP,BALLOTS CAST - Republican,152,0,0,19,118,15,0
Aiken,Fox Creek No. 73,BALLOTS CAST,,REP,BALLOTS CAST - Republican,305,0,0,28,272,5,0
Aiken,Belvedere No. 74,BALLOTS CAST,,REP,BALLOTS CAST - Republican,101,0,0,3,96,2,0
Aiken,South Aiken No. 75,BALLOTS CAST,,REP,BALLOTS CAST - Republican,282,0,0,32,229,21,0
Aiken,South Aiken No. 76,BALLOTS CAST,,REP,BALLOTS CAST - Republican,487,0,0,77,372,38,0
Aiken,Gem Lakes No. 77,BALLOTS CAST,,REP,BALLOTS CAST - Republican,366,0,0,105,215,46,0
Aiken,Montmorenci No. 78,BALLOTS CAST,,REP,BALLOTS CAST - Republican,199,0,0,26,164,9,0
Aiken,Sandstone No. 79,BALLOTS CAST,,REP,BALLOTS CAST - Republican,161,0,0,32,122,7,0
Aiken,N. Augusta No. 80,BALLOTS CAST,,REP,BALLOTS CAST - Republican,138,0,0,16,111,11,0
Aiken,Hammond No. 81,BALLOTS CAST,,REP,BALLOTS CAST - Republican,203,0,0,9,182,12,0
Aiken,Windsor No. 82,BALLOTS CAST,,REP,BALLOTS CAST - Republican,166,0,0,12,149,5,0
Aiken,Levels No. 83,BALLOTS CAST,,REP,BALLOTS CAST - Republican,107,0,0,11,84,12,0
Aiken,Ascauga Lake No. 84,BALLOTS CAST,,REP,BALLOTS CAST - Republican,241,0,0,19,214,8,0
Aiken,Failsafe,BALLOTS CAST,,REP,BALLOTS CAST - Republican,27,0,27,0,0,0,0
Aiken,Provisional,BALLOTS CAST,,REP,BALLOTS CAST - Republican,3,0,0,0,0,0,3
Aiken,Failsafe Provisional,BALLOTS CAST,,REP,BALLOTS CAST - Republican,2,2,0,0,0,0,0
Aiken,Aiken No. 1,U.S. Senate,,REP,Duke Buckner,35,0,0,1,30,4,0
Aiken,Aiken No. 2,U.S. Senate,,REP,Duke Buckner,61,0,0,1,57,3,0
Aiken,Aiken No. 3,U.S. Senate,,REP,Duke Buckner,4,0,0,0,1,3,0
Aiken,Aiken No. 4,U.S. Senate,,REP,Duke Buckner,16,0,0,1,15,0,0
Aiken,Aiken No. 5,U.S. Senate,,REP,Duke Buckner,36,0,0,2,20,14,0
Aiken,Aiken No. 6,U.S. Senate,,REP,Duke Buckner,24,0,0,8,13,3,0
Aiken,Bath,U.S. Senate,,REP,Duke Buckner,20,0,0,1,19,0,0
Aiken,Beech Island,U.S. Senate,,REP,Duke Buckner,40,0,0,1,39,0,0
Aiken,Belvedere No. 9,U.S. Senate,,REP,Duke Buckner,22,0,0,1,20,1,0
Aiken,Carolina Heights,U.S. Senate,,REP,Duke Buckner,45,0,0,0,45,0,0
Aiken,China Springs,U.S. Senate,,REP,Duke Buckner,32,0,0,3,28,1,0
Aiken,Clearwater,U.S. Senate,,REP,Duke Buckner,15,0,0,3,12,0,0
Aiken,College Acres,U.S. Senate,,REP,Duke Buckner,34,0,0,4,27,3,0
Aiken,Eureka,U.S. Senate,,REP,Duke Buckner,18,0,0,0,17,1,0
Aiken,Gloverville,U.S. Senate,,REP,Duke Buckner,17,0,0,0,17,0,0
Aiken,Graniteville,U.S. Senate,,REP,Duke Buckner,11,0,0,0,10,1,0
Aiken,Jackson,U.S. Senate,,REP,Duke Buckner,31,0,0,0,30,1,0
Aiken,Langley,U.S. Senate,,REP,Duke Buckner,19,0,0,0,19,0,0
Aiken,Lynwood,U.S. Senate,,REP,Duke Buckner,14,0,0,0,14,0,0
Aiken,Millbrook,U.S. Senate,,REP,Duke Buckner,34,0,0,5,27,2,0
Aiken,Monetta,U.S. Senate,,REP,Duke Buckner,24,0,0,0,24,0,0
Aiken,Montmorenci No. 22,U.S. Senate,,REP,Duke Buckner,39,0,0,2,34,3,0
Aiken,New Ellenton,U.S. Senate,,REP,Duke Buckner,35,0,0,1,34,0,0
Aiken,New Holland,U.S. Senate,,REP,Duke Buckner,10,0,0,3,7,0,0
Aiken,N. Augusta No. 25,U.S. Senate,,REP,Duke Buckner,20,0,0,0,20,0,0
Aiken,N. Augusta No. 26,U.S. Senate,,REP,Duke Buckner,12,0,0,0,12,0,0
Aiken,N. Augusta No. 27,U.S. Senate,,REP,Duke Buckner,20,0,0,4,16,0,0
Aiken,N. Augusta No. 28,U.S. Senate,,REP,Duke Buckner,14,0,0,1,13,0,0
Aiken,N. Augusta No. 29,U.S. Senate,,REP,Duke Buckner,21,0,0,0,20,1,0
Aiken,Oak Grove,U.S. Senate,,REP,Duke Buckner,10,0,0,0,9,1,0
Aiken,Perry,U.S. Senate,,REP,Duke Buckner,17,0,0,0,17,0,0
Aiken,Salley,U.S. Senate,,REP,Duke Buckner,16,0,0,0,16,0,0
Aiken,Shaws Fork,U.S. Senate,,REP,Duke Buckner,15,0,0,2,13,0,0
Aiken,Shiloh,U.S. Senate,,REP,Duke Buckner,29,0,0,1,27,1,0
Aiken,Six Points No. 35,U.S. Senate,,REP,Duke Buckner,19,0,0,4,13,2,0
Aiken,Tabernacle,U.S. Senate,,REP,Duke Buckner,19,0,0,1,17,1,0
Aiken,Talatha,U.S. Senate,,REP,Duke Buckner,30,0,0,1,27,2,0
Aiken,Vaucluse,U.S. Senate,,REP,Duke Buckner,34,0,0,3,25,6,0
Aiken,Wagener,U.S. Senate,,REP,Duke Buckner,44,0,0,0,44,0,0
Aiken,Ward,U.S. Senate,,REP,Duke Buckner,19,0,0,0,19,0,0
Aiken,Warrenville,U.S. Senate,,REP,Duke Buckner,38,0,0,0,34,4,0
Aiken,White Pond,U.S. Senate,,REP,Duke Buckner,18,0,0,1,16,1,0
Aiken,Windsor No. 43,U.S. Senate,,REP,Duke Buckner,14,0,0,0,13,1,0
Aiken,Belvedere No. 44,U.S. Senate,,REP,Duke Buckner,30,0,0,1,29,0,0
Aiken,Misty Lakes,U.S. Senate,,REP,Duke Buckner,55,0,0,1,54,0,0
Aiken,Six Points No. 46,U.S. Senate,,REP,Duke Buckner,46,0,0,0,43,3,0
Aiken,Aiken No. 47,U.S. Senate,,REP,Duke Buckner,22,0,0,0,18,4,0
Aiken,Hammond No. 48,U.S. Senate,,REP,Duke Buckner,26,0,0,3,23,0,0
Aiken,Willow Springs,U.S. Senate,,REP,Duke Buckner,9,0,0,1,8,0,0
Aiken,Breezy Hill,U.S. Senate,,REP,Duke Buckner,70,0,0,5,61,4,0
Aiken,Midland Valley No. 51,U.S. Senate,,REP,Duke Buckner,46,0,0,1,40,5,0
Aiken,Levels No. 52,U.S. Senate,,REP,Duke Buckner,30,0,0,3,24,3,0
Aiken,Hollow Creek,U.S. Senate,,REP,Duke Buckner,23,0,0,10,12,1,0
Aiken,N. Augusta No. 54,U.S. Senate,,REP,Duke Buckner,29,0,0,0,28,1,0
Aiken,N. Augusta No. 55,U.S. Senate,,REP,Duke Buckner,15,0,0,3,12,0,0
Aiken,Couchton,U.S. Senate,,REP,Duke Buckner,21,0,0,0,20,1,0
Aiken,Redds Branch,U.S. Senate,,REP,Duke Buckner,13,0,0,0,13,0,0
Aiken,Fox Creek No. 58,U.S. Senate,,REP,Duke Buckner,27,0,0,0,26,1,0
Aiken,Pine Forest,U.S. Senate,,REP,Duke Buckner,32,0,0,5,25,2,0
Aiken,Gem Lakes No. 60,U.S. Senate,,REP,Duke Buckner,19,0,0,0,19,0,0
Aiken,Silver Bluff,U.S. Senate,,REP,Duke Buckner,39,0,0,0,35,4,0
Aiken,Belvedere No. 62,U.S. Senate,,REP,Duke Buckner,24,0,0,1,21,2,0
Aiken,Ascauga Lake No. 63,U.S. Senate,,REP,Duke Buckner,15,0,0,2,13,0,0
Aiken,Cedar Creek No. 64,U.S. Senate,,REP,Duke Buckner,21,0,0,6,12,3,0
Aiken,Sleepy Hollow No. 65,U.S. Senate,,REP,Duke Buckner,47,0,0,3,41,3,0
Aiken,Hitchcock No. 66,U.S. Senate,,REP,Duke Buckner,24,0,0,2,18,4,0
Aiken,N. Augusta No. 67,U.S. Senate,,REP,Duke Buckner,9,0,0,0,9,0,0
Aiken,N. Augusta No. 68,U.S. Senate,,REP,Duke Buckner,54,0,0,3,49,2,0
Aiken,Anderson Pond No. 69,U.S. Senate,,REP,Duke Buckner,18,0,0,5,12,1,0
Aiken,Sandstone No. 70,U.S. Senate,,REP,Duke Buckner,29,0,0,1,28,0,0
Aiken,Midland Valley No. 71,U.S. Senate,,REP,Duke Buckner,43,0,0,1,42,0,0
Aiken,Levels No. 72,U.S. Senate,,REP,Duke Buckner,17,0,0,1,16,0,0
Aiken,Fox Creek No. 73,U.S. Senate,,REP,Duke Buckner,18,0,0,2,15,1,0
Aiken,Belvedere No. 74,U.S. Senate,,REP,Duke Buckner,8,0,0,0,8,0,0
Aiken,South Aiken No. 75,U.S. Senate,,REP,Duke Buckner,24,0,0,1,20,3,0
Aiken,South Aiken No. 76,U.S. Senate,,REP,Duke Buckner,45,0,0,5,33,7,0
Aiken,Gem Lakes No. 77,U.S. Senate,,REP,Duke Buckner,26,0,0,9,13,4,0
Aiken,Montmorenci No. 78,U.S. Senate,,REP,Duke Buckner,16,0,0,4,12,0,0
Aiken,Sandstone No. 79,U.S. Senate,,REP,Duke Buckner,18,0,0,4,10,4,0
Aiken,N. Augusta No. 80,U.S. Senate,,REP,Duke Buckner,9,0,0,0,7,2,0
Aiken,Hammond No. 81,U.S. Senate,,REP,Duke Buckner,22,0,0,1,20,1,0
Aiken,Windsor No. 82,U.S. Senate,,REP,Duke Buckner,10,0,0,0,10,0,0
Aiken,Levels No. 83,U.S. Senate,,REP,Duke Buckner,10,0,0,0,10,0,0
Aiken,Ascauga Lake No. 84,U.S. Senate,,REP,Duke Buckner,27,0,0,1,25,1,0
Aiken,Failsafe,U.S. Senate,,REP,Duke Buckner,4,0,4,0,0,0,0
Aiken,Provisional,U.S. Senate,,REP,Duke Buckner,1,0,0,0,0,0,1
Aiken,Failsafe Provisional,U.S. Senate,,REP,Duke Buckner,0,0,0,0,0,0,0
Aiken,Aiken No. 1,U.S. Senate,,REP,Lindsey Graham,247,0,0,40,184,23,0
Aiken,Aiken No. 2,U.S. Senate,,REP,Lindsey Graham,113,0,0,12,90,11,0
Aiken,Aiken No. 3,U.S. Senate,,REP,Lindsey Graham,8,0,0,4,0,4,0
Aiken,Aiken No. 4,U.S. Senate,,REP,Lindsey Graham,27,0,0,1,22,4,0
Aiken,Aiken No. 5,U.S. Senate,,REP,Lindsey Graham,129,0,0,21,98,10,0
Aiken,Aiken No. 6,U.S. Senate,,REP,Lindsey Graham,212,0,0,43,158,11,0
Aiken,Bath,U.S. Senate,,REP,Lindsey Graham,92,0,0,7,85,0,0
Aiken,Beech Island,U.S. Senate,,REP,Lindsey Graham,140,0,0,13,125,2,0
Aiken,Belvedere No. 9,U.S. Senate,,REP,Lindsey Graham,127,0,0,16,109,2,0
Aiken,Carolina Heights,U.S. Senate,,REP,Lindsey Graham,63,0,0,5,53,5,0
Aiken,China Springs,U.S. Senate,,REP,Lindsey Graham,122,0,0,2,112,8,0
Aiken,Clearwater,U.S. Senate,,REP,Lindsey Graham,79,0,0,4,73,2,0
Aiken,College Acres,U.S. Senate,,REP,Lindsey Graham,219,0,0,33,165,21,0
Aiken,Eureka,U.S. Senate,,REP,Lindsey Graham,171,0,0,17,142,12,0
Aiken,Gloverville,U.S. Senate,,REP,Lindsey Graham,155,0,0,4,145,6,0
Aiken,Graniteville,U.S. Senate,,REP,Lindsey Graham,171,0,0,16,149,6,0
Aiken,Jackson,U.S. Senate,,REP,Lindsey Graham,277,0,0,28,242,7,0
Aiken,Langley,U.S. Senate,,REP,Lindsey Graham,172,0,0,11,156,5,0
Aiken,Lynwood,U.S. Senate,,REP,Lindsey Graham,142,0,0,2,136,4,0
Aiken,Millbrook,U.S. Senate,,REP,Lindsey Graham,315,0,0,80,202,33,0
Aiken,Monetta,U.S. Senate,,REP,Lindsey Graham,136,0,0,10,124,2,0
Aiken,Montmorenci No. 22,U.S. Senate,,REP,Lindsey Graham,179,0,0,39,133,7,0
Aiken,New Ellenton,U.S. Senate,,REP,Lindsey Graham,173,0,0,11,154,8,0
Aiken,New Holland,U.S. Senate,,REP,Lindsey Graham,92,0,0,12,76,4,0
Aiken,N. Augusta No. 25,U.S. Senate,,REP,Lindsey Graham,136,0,0,5,126,5,0
Aiken,N. Augusta No. 26,U.S. Senate,,REP,Lindsey Graham,74,0,0,7,61,6,0
Aiken,N. Augusta No. 27,U.S. Senate,,REP,Lindsey Graham,232,0,0,29,195,8,0
Aiken,N. Augusta No. 28,U.S. Senate,,REP,Lindsey Graham,153,0,0,30,120,3,0
Aiken,N. Augusta No. 29,U.S. Senate,,REP,Lindsey Graham,155,0,0,17,134,4,0
Aiken,Oak Grove,U.S. Senate,,REP,Lindsey Graham,101,0,0,8,92,1,0
Aiken,Perry,U.S. Senate,,REP,Lindsey Graham,133,0,0,3,126,4,0
Aiken,Salley,U.S. Senate,,REP,Lindsey Graham,100,0,0,3,96,1,0
Aiken,Shaws Fork,U.S. Senate,,REP,Lindsey Graham,81,0,0,4,77,0,0
Aiken,Shiloh,U.S. Senate,,REP,Lindsey Graham,240,0,0,18,203,19,0
Aiken,Six Points No. 35,U.S. Senate,,REP,Lindsey Graham,184,0,0,43,115,26,0
Aiken,Tabernacle,U.S. Senate,,REP,Lindsey Graham,87,0,0,4,79,4,0
Aiken,Talatha,U.S. Senate,,REP,Lindsey Graham,184,0,0,17,163,4,0
Aiken,Vaucluse,U.S. Senate,,REP,Lindsey Graham,195,0,0,13,169,13,0
Aiken,Wagener,U.S. Senate,,REP,Lindsey Graham,182,0,0,11,167,4,0
Aiken,Ward,U.S. Senate,,REP,Lindsey Graham,173,0,0,17,144,12,0
Aiken,Warrenville,U.S. Senate,,REP,Lindsey Graham,257,0,0,10,231,16,0
Aiken,White Pond,U.S. Senate,,REP,Lindsey Graham,80,0,0,6,71,3,0
Aiken,Windsor No. 43,U.S. Senate,,REP,Lindsey Graham,137,0,0,8,119,10,0
Aiken,Belvedere No. 44,U.S. Senate,,REP,Lindsey Graham,93,0,0,5,88,0,0
Aiken,Misty Lakes,U.S. Senate,,REP,Lindsey Graham,188,0,0,11,170,7,0
Aiken,Six Points No. 46,U.S. Senate,,REP,Lindsey Graham,36,0,0,8,23,5,0
Aiken,Aiken No. 47,U.S. Senate,,REP,Lindsey Graham,136,0,0,24,98,14,0
Aiken,Hammond No. 48,U.S. Senate,,REP,Lindsey Graham,141,0,0,8,129,4,0
Aiken,Willow Springs,U.S. Senate,,REP,Lindsey Graham,206,0,0,20,178,8,0
Aiken,Breezy Hill,U.S. Senate,,REP,Lindsey Graham,282,0,0,20,255,7,0
Aiken,Midland Valley No. 51,U.S. Senate,,REP,Lindsey Graham,298,0,0,31,245,22,0
Aiken,Levels No. 52,U.S. Senate,,REP,Lindsey Graham,112,0,0,13,92,7,0
Aiken,Hollow Creek,U.S. Senate,,REP,Lindsey Graham,280,0,0,73,184,23,0
Aiken,N. Augusta No. 54,U.S. Senate,,REP,Lindsey Graham,74,0,0,2,70,2,0
Aiken,N. Augusta No. 55,U.S. Senate,,REP,Lindsey Graham,138,0,0,13,123,2,0
Aiken,Couchton,U.S. Senate,,REP,Lindsey Graham,165,0,0,32,120,13,0
Aiken,Redds Branch,U.S. Senate,,REP,Lindsey Graham,150,0,0,14,126,10,0
Aiken,Fox Creek No. 58,U.S. Senate,,REP,Lindsey Graham,154,0,0,9,141,4,0
Aiken,Pine Forest,U.S. Senate,,REP,Lindsey Graham,227,0,0,16,199,12,0
Aiken,Gem Lakes No. 60,U.S. Senate,,REP,Lindsey Graham,222,0,0,36,168,18,0
Aiken,Silver Bluff,U.S. Senate,,REP,Lindsey Graham,144,0,0,6,133,5,0
Aiken,Belvedere No. 62,U.S. Senate,,REP,Lindsey Graham,119,0,0,3,114,2,0
Aiken,Ascauga Lake No. 63,U.S. Senate,,REP,Lindsey Graham,100,0,0,3,95,2,0
Aiken,Cedar Creek No. 64,U.S. Senate,,REP,Lindsey Graham,389,0,0,131,223,35,0
Aiken,Sleepy Hollow No. 65,U.S. Senate,,REP,Lindsey Graham,327,0,0,42,279,6,0
Aiken,Hitchcock No. 66,U.S. Senate,,REP,Lindsey Graham,212,0,0,31,173,8,0
Aiken,N. Augusta No. 67,U.S. Senate,,REP,Lindsey Graham,173,0,0,13,154,6,0
Aiken,N. Augusta No. 68,U.S. Senate,,REP,Lindsey Graham,269,0,0,44,221,4,0
Aiken,Anderson Pond No. 69,U.S. Senate,,REP,Lindsey Graham,394,0,0,97,252,45,0
Aiken,Sandstone No. 70,U.S. Senate,,REP,Lindsey Graham,164,0,0,16,139,9,0
Aiken,Midland Valley No. 71,U.S. Senate,,REP,Lindsey Graham,289,0,0,36,234,19,0
Aiken,Levels No. 72,U.S. Senate,,REP,Lindsey Graham,78,0,0,14,55,9,0
Aiken,Fox Creek No. 73,U.S. Senate,,REP,Lindsey Graham,213,0,0,22,190,1,0
Aiken,Belvedere No. 74,U.S. Senate,,REP,Lindsey Graham,58,0,0,2,55,1,0
Aiken,South Aiken No. 75,U.S. Senate,,REP,Lindsey Graham,193,0,0,24,155,14,0
Aiken,South Aiken No. 76,U.S. Senate,,REP,Lindsey Graham,326,0,0,57,247,22,0
Aiken,Gem Lakes No. 77,U.S. Senate,,REP,Lindsey Graham,259,0,0,76,149,34,0
Aiken,Montmorenci No. 78,U.S. Senate,,REP,Lindsey Graham,133,0,0,14,113,6,0
Aiken,Sandstone No. 79,U.S. Senate,,REP,Lindsey Graham,93,0,0,22,69,2,0
Aiken,N. Augusta No. 80,U.S. Senate,,REP,Lindsey Graham,92,0,0,15,69,8,0
Aiken,Hammond No. 81,U.S. Senate,,REP,Lindsey Graham,118,0,0,8,100,10,0
Aiken,Windsor No. 82,U.S. Senate,,REP,Lindsey Graham,100,0,0,8,88,4,0
Aiken,Levels No. 83,U.S. Senate,,REP,Lindsey Graham,60,0,0,10,43,7,0
Aiken,Ascauga Lake No. 84,U.S. Senate,,REP,Lindsey Graham,136,0,0,16,114,6,0
Aiken,Failsafe,U.S. Senate,,REP,Lindsey Graham,20,0,20,0,0,0,0
Aiken,Provisional,U.S. Senate,,REP,Lindsey Graham,2,0,0,0,0,0,2
Aiken,Failsafe Provisional,U.S. Senate,,REP,Lindsey Graham,2,2,0,0,0,0,0
Aiken,Aiken No. 1,U.S. Senate,,REP,Michael LaPierre,25,0,0,6,14,5,0
Aiken,Aiken No. 2,U.S. Senate,,REP,Michael LaPierre,37,0,0,3,30,4,0
Aiken,Aiken No. 3,U.S. Senate,,REP,Michael LaPierre,4,0,0,1,1,2,0
Aiken,Aiken No. 4,U.S. Senate,,REP,Michael LaPierre,14,0,0,0,11,3,0
Aiken,Aiken No. 5,U.S. Senate,,REP,Michael LaPierre,38,0,0,2,31,5,0
Aiken,Aiken No. 6,U.S. Senate,,REP,Michael LaPierre,24,0,0,4,19,1,0
Aiken,Bath,U.S. Senate,,REP,Michael LaPierre,25,0,0,0,25,0,0
Aiken,Beech Island,U.S. Senate,,REP,Michael LaPierre,55,0,0,1,54,0,0
Aiken,Belvedere No. 9,U.S. Senate,,REP,Michael LaPierre,35,0,0,0,35,0,0
Aiken,Carolina Heights,U.S. Senate,,REP,Michael LaPierre,20,0,0,0,20,0,0
Aiken,China Springs,U.S. Senate,,REP,Michael LaPierre,45,0,0,0,41,4,0
Aiken,Clearwater,U.S. Senate,,REP,Michael LaPierre,16,0,0,3,12,1,0
Aiken,College Acres,U.S. Senate,,REP,Michael LaPierre,42,0,0,1,41,0,0
Aiken,Eureka,U.S. Senate,,REP,Michael LaPierre,47,0,0,1,45,1,0
Aiken,Gloverville,U.S. Senate,,REP,Michael LaPierre,31,0,0,1,30,0,0
