county,precinct,office,district,candidate,party,votes,in-person_absentee,failsafe_provisional,provisional,failsafe,absentee_by_mail,election_day
McCormick,Monticello,President,,Donald J Trump | Michael R Pence,REP,336,184,0,0,0,31,121
McCormick,Savannah,President,,Donald J Trump | Michael R Pence,REP,1183,738,0,0,0,125,320
McCormick,Willington,President,,Donald J Trump | Michael R Pence,REP,62,15,0,0,0,6,41
McCormick,McCormick No. 1,President,,Donald J Trump | Michael R Pence,REP,303,172,0,0,0,28,103
McCormick,Bethany,President,,Donald J Trump | Michael R Pence,REP,73,24,0,0,0,6,43
McCormick,McCormick No. 2,President,,Donald J Trump | Michael R Pence,REP,195,109,0,0,0,29,57
McCormick,Plum Branch,President,,Donald J Trump | Michael R Pence,REP,250,92,0,0,0,21,137
McCormick,Parksville,President,,Donald J Trump | Michael R Pence,REP,125,34,0,0,0,5,86
McCormick,Modoc,President,,Donald J Trump | Michael R Pence,REP,198,48,0,0,0,3,147
McCormick,Clark's Hill,President,,Donald J Trump | Michael R Pence,REP,202,84,0,0,0,14,104
McCormick,Failsafe,President,,Donald J Trump | Michael R Pence,REP,0,0,0,0,0,0,0
McCormick,Provisional,President,,Donald J Trump | Michael R Pence,REP,0,0,0,0,0,0,0
McCormick,Failsafe Provisional,President,,Donald J Trump | Michael R Pence,REP,0,0,0,0,0,0,0
McCormick,Mt. Carmel,President,,ALN Roque Rocky De La Fuente | Darcy G Richardson,ALN,0,0,0,0,0,0,0
McCormick,Monticello,President,,ALN Roque Rocky De La Fuente | Darcy G Richardson,ALN,0,0,0,0,0,0,0
McCormick,Savannah,President,,ALN Roque Rocky De La Fuente | Darcy G Richardson,ALN,0,0,0,0,0,0,0
McCormick,Willington,President,,ALN Roque Rocky De La Fuente | Darcy G Richardson,ALN,0,0,0,0,0,0,0
McCormick,McCormick No. 1,President,,ALN Roque Rocky De La Fuente | Darcy G Richardson,ALN,1,1,0,0,0,0,0
McCormick,Bethany,President,,ALN Roque Rocky De La Fuente | Darcy G Richardson,ALN,0,0,0,0,0,0,0
McCormick,McCormick No. 2,President,,ALN Roque Rocky De La Fuente | Darcy G Richardson,ALN,1,1,0,0,0,0,0
McCormick,Plum Branch,President,,ALN Roque Rocky De La Fuente | Darcy G Richardson,ALN,1,0,0,0,0,0,1
McCormick,Parksville,President,,ALN Roque Rocky De La Fuente | Darcy G Richardson,ALN,0,0,0,0,0,0,0
McCormick,Modoc,President,,ALN Roque Rocky De La Fuente | Darcy G Richardson,ALN,0,0,0,0,0,0,0
McCormick,Clark's Hill,President,,ALN Roque Rocky De La Fuente | Darcy G Richardson,ALN,1,1,0,0,0,0,0
McCormick,Failsafe,President,,ALN Roque Rocky De La Fuente | Darcy G Richardson,ALN,0,0,0,0,0,0,0
McCormick,Provisional,President,,ALN Roque Rocky De La Fuente | Darcy G Richardson,ALN,0,0,0,0,0,0,0
McCormick,Failsafe Provisional,President,,ALN Roque Rocky De La Fuente | Darcy G Richardson,ALN,0,0,0,0,0,0,0
McCormick,Mt. Carmel,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,1,0,0,0,0,0,1
McCormick,Monticello,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,3,3,0,0,0,0,0
McCormick,Savannah,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,6,3,0,0,0,1,2
McCormick,Willington,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,2,1,0,0,0,0,1
McCormick,McCormick No. 1,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,4,1,0,0,0,0,3
McCormick,Bethany,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,4,2,0,0,0,0,2
McCormick,McCormick No. 2,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,2,2,0,0,0,0,0
McCormick,Plum Branch,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,3,3,0,0,0,0,0
McCormick,Parksville,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,2,1,0,0,0,0,1
McCormick,Modoc,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,0,0,0,0,0,0,0
McCormick,Clark's Hill,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,1,0,0,0,0,0,1
McCormick,Failsafe,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,0,0,0,0,0,0,0
McCormick,Provisional,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,0,0,0,0,0,0,0
McCormick,Failsafe Provisional,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,0,0,0,0,0,0,0
McCormick,Mt. Carmel,President,,Joseph R Biden | Kamala D Harris,DEM,156,41,0,0,0,25,90
McCormick,Monticello,President,,Joseph R Biden | Kamala D Harris,DEM,154,84,0,0,0,47,23
McCormick,Savannah,President,,Joseph R Biden | Kamala D Harris,DEM,463,277,0,0,0,132,54
McCormick,Willington,President,,Joseph R Biden | Kamala D Harris,DEM,90,32,0,0,0,28,30
McCormick,McCormick No. 1,President,,Joseph R Biden | Kamala D Harris,DEM,554,340,0,0,0,112,102
McCormick,Bethany,President,,Joseph R Biden | Kamala D Harris,DEM,207,101,0,0,0,47,59
McCormick,McCormick No. 2,President,,Joseph R Biden | Kamala D Harris,DEM,463,291,0,0,0,81,91
McCormick,Plum Branch,President,,Joseph R Biden | Kamala D Harris,DEM,354,190,0,0,0,74,90
McCormick,Parksville,President,,Joseph R Biden | Kamala D Harris,DEM,30,9,0,0,0,8,13
McCormick,Modoc,President,,Joseph R Biden | Kamala D Harris,DEM,24,10,0,0,0,5,9
McCormick,Clark's Hill,President,,Joseph R Biden | Kamala D Harris,DEM,186,77,0,0,0,25,84
McCormick,Failsafe,President,,Joseph R Biden | Kamala D Harris,DEM,4,0,0,0,4,0,0
McCormick,Provisional,President,,Joseph R Biden | Kamala D Harris,DEM,2,0,0,2,0,0,0
McCormick,Failsafe Provisional,President,,Joseph R Biden | Kamala D Harris,DEM,0,0,0,0,0,0,0
McCormick,Mt. Carmel,U.S. Senate,,Bill Bledsoe,CON,0,0,0,0,0,0,0
McCormick,Monticello,U.S. Senate,,Bill Bledsoe,CON,4,1,0,0,0,2,1
McCormick,Savannah,U.S. Senate,,Bill Bledsoe,CON,16,9,0,0,0,3,4
McCormick,Willington,U.S. Senate,,Bill Bledsoe,CON,1,1,0,0,0,0,0
McCormick,McCormick No. 1,U.S. Senate,,Bill Bledsoe,CON,4,3,0,0,0,0,1
McCormick,Bethany,U.S. Senate,,Bill Bledsoe,CON,2,2,0,0,0,0,0
McCormick,McCormick No. 2,U.S. Senate,,Bill Bledsoe,CON,7,3,0,0,0,1,3
McCormick,Plum Branch,U.S. Senate,,Bill Bledsoe,CON,3,1,0,0,0,0,2
McCormick,Parksville,U.S. Senate,,Bill Bledsoe,CON,1,0,0,0,0,0,1
McCormick,Modoc,U.S. Senate,,Bill Bledsoe,CON,0,0,0,0,0,0,0
McCormick,Clark's Hill,U.S. Senate,,Bill Bledsoe,CON,3,1,0,0,0,0,2
McCormick,Failsafe,U.S. Senate,,Bill Bledsoe,CON,0,0,0,0,0,0,0
McCormick,Provisional,U.S. Senate,,Bill Bledsoe,CON,0,0,0,0,0,0,0
McCormick,Failsafe Provisional,U.S. Senate,,Bill Bledsoe,CON,0,0,0,0,0,0,0
McCormick,Mt. Carmel,U.S. Senate,,Lindsey Graham,REP,32,9,0,0,0,1,22
McCormick,Monticello,U.S. Senate,,Lindsey Graham,REP,345,191,0,0,0,33,121
McCormick,Savannah,U.S. Senate,,Lindsey Graham,REP,1176,731,0,0,0,121,324
McCormick,Willington,U.S. Senate,,Lindsey Graham,REP,59,15,0,0,0,4,40
McCormick,McCormick No. 1,U.S. Senate,,Lindsey Graham,REP,287,165,0,0,0,25,97
McCormick,Bethany,U.S. Senate,,Lindsey Graham,REP,73,22,0,0,0,6,45
McCormick,McCormick No. 2,U.S. Senate,,Lindsey Graham,REP,186,107,0,0,0,27,52
McCormick,Plum Branch,U.S. Senate,,Lindsey Graham,REP,249,92,0,0,0,22,135
McCormick,Parksville,U.S. Senate,,Lindsey Graham,REP,129,33,0,0,0,5,91
McCormick,Modoc,U.S. Senate,,Lindsey Graham,REP,198,49,0,0,0,3,146
McCormick,Clark's Hill,U.S. Senate,,Lindsey Graham,REP,199,83,0,0,0,15,101
McCormick,Failsafe,U.S. Senate,,Lindsey Graham,REP,0,0,0,0,0,0,0
McCormick,Provisional,U.S. Senate,,Lindsey Graham,REP,0,0,0,0,0,0,0
McCormick,Failsafe Provisional,U.S. Senate,,Lindsey Graham,REP,0,0,0,0,0,0,0
McCormick,Mt. Carmel,U.S. Senate,,Jaime Harrison,DEM,156,40,0,0,0,24,92
McCormick,Monticello,U.S. Senate,,Jaime Harrison,DEM,147,79,0,0,0,44,24
McCormick,Savannah,U.S. Senate,,Jaime Harrison,DEM,467,281,0,0,0,136,50
McCormick,Willington,U.S. Senate,,Jaime Harrison,DEM,95,32,0,0,0,28,35
McCormick,McCormick No. 1,U.S. Senate,,Jaime Harrison,DEM,577,351,0,0,0,112,114
McCormick,Bethany,U.S. Senate,,Jaime Harrison,DEM,216,108,0,0,0,48,60
McCormick,McCormick No. 2,U.S. Senate,,Jaime Harrison,DEM,477,298,0,0,0,83,96
McCormick,Plum Branch,U.S. Senate,,Jaime Harrison,DEM,360,194,0,0,0,73,93
McCormick,Parksville,U.S. Senate,,Jaime Harrison,DEM,31,11,0,0,0,8,12
McCormick,Modoc,U.S. Senate,,Jaime Harrison,DEM,25,10,0,0,0,5,10
McCormick,Clark's Hill,U.S. Senate,,Jaime Harrison,DEM,189,79,0,0,0,23,87
McCormick,Failsafe,U.S. Senate,,Jaime Harrison,DEM,4,0,0,0,4,0,0
McCormick,Provisional,U.S. Senate,,Jaime Harrison,DEM,2,0,0,2,0,0,0
McCormick,Failsafe Provisional,U.S. Senate,,Jaime Harrison,DEM,0,0,0,0,0,0,0
McCormick,Mt. Carmel,U.S. Senate,,Write-In,NON,0,0,0,0,0,0,0
McCormick,Monticello,U.S. Senate,,Write-In,NON,0,0,0,0,0,0,0
McCormick,Savannah,U.S. Senate,,Write-In,NON,1,1,0,0,0,0,0
McCormick,Willington,U.S. Senate,,Write-In,NON,0,0,0,0,0,0,0
McCormick,McCormick No. 1,U.S. Senate,,Write-In,NON,3,2,0,0,0,0,1
McCormick,Bethany,U.S. Senate,,Write-In,NON,0,0,0,0,0,0,0
McCormick,McCormick No. 2,U.S. Senate,,Write-In,NON,0,0,0,0,0,0,0
McCormick,Plum Branch,U.S. Senate,,Write-In,NON,0,0,0,0,0,0,0
McCormick,Parksville,U.S. Senate,,Write-In,NON,0,0,0,0,0,0,0
McCormick,Modoc,U.S. Senate,,Write-In,NON,1,0,0,0,0,0,1
McCormick,Clark's Hill,U.S. Senate,,Write-In,NON,0,0,0,0,0,0,0
McCormick,Failsafe,U.S. Senate,,Write-In,NON,0,0,0,0,0,0,0
McCormick,Provisional,U.S. Senate,,Write-In,NON,0,0,0,0,0,0,0
McCormick,Failsafe Provisional,U.S. Senate,,Write-In,NON,0,0,0,0,0,0,0
McCormick,Mt. Carmel,U.S. House,3,Jeff Duncan,REP,33,9,0,0,0,1,23
McCormick,Monticello,U.S. House,3,Jeff Duncan,REP,363,197,0,0,0,38,128
McCormick,Savannah,U.S. House,3,Jeff Duncan,REP,1246,776,0,0,0,137,333
McCormick,Willington,U.S. House,3,Jeff Duncan,REP,65,16,0,0,0,7,42
McCormick,McCormick No. 1,U.S. House,3,Jeff Duncan,REP,312,180,0,0,0,27,105
McCormick,Bethany,U.S. House,3,Jeff Duncan,REP,75,25,0,0,0,6,44
McCormick,McCormick No. 2,U.S. House,3,Jeff Duncan,REP,204,114,0,0,0,31,59
McCormick,Plum Branch,U.S. House,3,Jeff Duncan,REP,260,98,0,0,0,22,140
McCormick,Parksville,U.S. House,3,Jeff Duncan,REP,129,33,0,0,0,5,91
McCormick,Modoc,U.S. House,3,Jeff Duncan,REP,202,50,0,0,0,4,148
McCormick,Clark's Hill,U.S. House,3,Jeff Duncan,REP,203,84,0,0,0,15,104
McCormick,Failsafe,U.S. House,3,Jeff Duncan,REP,0,0,0,0,0,0,0
McCormick,Provisional,U.S. House,3,Jeff Duncan,REP,0,0,0,0,0,0,0
McCormick,Failsafe Provisional,U.S. House,3,Jeff Duncan,REP,0,0,0,0,0,0,0
McCormick,Mt. Carmel,U.S. House,3,Hosea Cleveland,DEM,160,41,0,0,0,25,94
McCormick,Monticello,U.S. House,3,Hosea Cleveland,DEM,131,74,0,0,0,39,18
McCormick,Savannah,U.S. House,3,Hosea Cleveland,DEM,399,240,0,0,0,115,44
McCormick,Willington,U.S. House,3,Hosea Cleveland,DEM,92,32,0,0,0,27,33
McCormick,McCormick No. 1,U.S. House,3,Hosea Cleveland,DEM,561,344,0,0,0,107,110
McCormick,Bethany,U.S. House,3,Hosea Cleveland,DEM,211,102,0,0,0,48,61
McCormick,McCormick No. 2,U.S. House,3,Hosea Cleveland,DEM,462,292,0,0,0,79,91
McCormick,Plum Branch,U.S. House,3,Hosea Cleveland,DEM,352,192,0,0,0,72,88
McCormick,Parksville,U.S. House,3,Hosea Cleveland,DEM,29,10,0,0,0,8,11
McCormick,Modoc,U.S. House,3,Hosea Cleveland,DEM,22,9,0,0,0,4,9
McCormick,Clark's Hill,U.S. House,3,Hosea Cleveland,DEM,183,75,0,0,0,23,85
McCormick,Failsafe,U.S. House,3,Hosea Cleveland,DEM,3,0,0,0,3,0,0
McCormick,Provisional,U.S. House,3,Hosea Cleveland,DEM,2,0,0,2,0,0,0
McCormick,Failsafe Provisional,U.S. House,3,Hosea Cleveland,DEM,0,0,0,0,0,0,0
McCormick,Mt. Carmel,U.S. House,3,Write-In,NON,0,0,0,0,0,0,0
McCormick,Monticello,U.S. House,3,Write-In,NON,0,0,0,0,0,0,0
McCormick,Savannah,U.S. House,3,Write-In,NON,1,1,0,0,0,0,0
McCormick,Willington,U.S. House,3,Write-In,NON,0,0,0,0,0,0,0
McCormick,McCormick No. 1,U.S. House,3,Write-In,NON,1,0,0,0,0,1,0
McCormick,Bethany,U.S. House,3,Write-In,NON,0,0,0,0,0,0,0
McCormick,McCormick No. 2,U.S. House,3,Write-In,NON,0,0,0,0,0,0,0
McCormick,Plum Branch,U.S. House,3,Write-In,NON,0,0,0,0,0,0,0
McCormick,Parksville,U.S. House,3,Write-In,NON,0,0,0,0,0,0,0
McCormick,Modoc,U.S. House,3,Write-In,NON,0,0,0,0,0,0,0
McCormick,Clark's Hill,U.S. House,3,Write-In,NON,0,0,0,0,0,0,0
McCormick,Failsafe,U.S. House,3,Write-In,NON,0,0,0,0,0,0,0
McCormick,Provisional,U.S. House,3,Write-In,NON,0,0,0,0,0,0,0
McCormick,Failsafe Provisional,U.S. House,3,Write-In,NON,0,0,0,0,0,0,0
McCormick,Mt. Carmel,State Senate,10,Billy Garrett,REP,25,7,0,0,0,1,17
McCormick,Monticello,State Senate,10,Billy Garrett,REP,357,198,0,0,0,38,121
McCormick,Willington,State Senate,10,Billy Garrett,REP,49,9,0,0,0,6,34
McCormick,McCormick No. 1,State Senate,10,Billy Garrett,REP,291,166,0,0,0,26,99
McCormick,Bethany,State Senate,10,Billy Garrett,REP,77,24,0,0,0,6,47
McCormick,Failsafe,State Senate,10,Billy Garrett,REP,0,0,0,0,0,0,0
McCormick,Provisional,State Senate,10,Billy Garrett,REP,0,0,0,0,0,0,0
McCormick,Failsafe Provisional,State Senate,10,Billy Garrett,REP,0,0,0,0,0,0,0
McCormick,Mt. Carmel,State Senate,10,Floyd Nicholson,DEM,104,37,0,0,0,17,50
McCormick,Monticello,State Senate,10,Floyd Nicholson,DEM,135,73,0,0,0,39,23
McCormick,Willington,State Senate,10,Floyd Nicholson,DEM,38,12,0,0,0,7,19
McCormick,McCormick No. 1,State Senate,10,Floyd Nicholson,DEM,579,354,0,0,0,109,116
McCormick,Bethany,State Senate,10,Floyd Nicholson,DEM,210,104,0,0,0,48,58
McCormick,Failsafe,State Senate,10,Floyd Nicholson,DEM,1,0,0,0,1,0,0
McCormick,Provisional,State Senate,10,Floyd Nicholson,DEM,1,0,0,1,0,0,0
McCormick,Failsafe Provisional,State Senate,10,Floyd Nicholson,DEM,0,0,0,0,0,0,0
McCormick,Mt. Carmel,State Senate,10,Write-In,NON,0,0,0,0,0,0,0
McCormick,Monticello,State Senate,10,Write-In,NON,0,0,0,0,0,0,0
McCormick,Willington,State Senate,10,Write-In,NON,0,0,0,0,0,0,0
McCormick,McCormick No. 1,State Senate,10,Write-In,NON,0,0,0,0,0,0,0
McCormick,Bethany,State Senate,10,Write-In,NON,0,0,0,0,0,0,0
McCormick,Failsafe,State Senate,10,Write-In,NON,0,0,0,0,0,0,0
McCormick,Provisional,State Senate,10,Write-In,NON,0,0,0,0,0,0,0
McCormick,Failsafe Provisional,State Senate,10,Write-In,NON,0,0,0,0,0,0,0
McCormick,Mt. Carmel,State Senate,25,Shane Massey,REP,6,0,0,0,0,0,6
McCormick,Savannah,State Senate,25,Shane Massey,REP,1282,800,0,0,0,149,333
McCormick,Willington,State Senate,25,Shane Massey,REP,19,8,0,0,0,3,8
McCormick,McCormick No. 2,State Senate,25,Shane Massey,REP,217,123,0,0,0,34,60
McCormick,Plum Branch,State Senate,25,Shane Massey,REP,268,99,0,0,0,25,144
McCormick,Parksville,State Senate,25,Shane Massey,REP,129,34,0,0,0,4,91
McCormick,Modoc,State Senate,25,Shane Massey,REP,204,50,0,0,0,4,150
McCormick,Clark's Hill,State Senate,25,Shane Massey,REP,205,86,0,0,0,14,105
McCormick,Failsafe,State Senate,25,Shane Massey,REP,0,0,0,0,0,0,0
McCormick,Provisional,State Senate,25,Shane Massey,REP,0,0,0,0,0,0,0
McCormick,Failsafe Provisional,State Senate,25,Shane Massey,REP,0,0,0,0,0,0,0
McCormick,Mt. Carmel,State Senate,25,Shirley A Green Fayson,DEM,57,6,0,0,0,7,44
McCormick,Savannah,State Senate,25,Shirley A Green Fayson,DEM,363,217,0,0,0,102,44
McCormick,Willington,State Senate,25,Shirley A Green Fayson,DEM,51,19,0,0,0,18,14
McCormick,McCormick No. 2,State Senate,25,Shirley A Green Fayson,DEM,453,286,0,0,0,76,91
McCormick,Plum Branch,State Senate,25,Shirley A Green Fayson,DEM,341,186,0,0,0,69,86
McCormick,Parksville,State Senate,25,Shirley A Green Fayson,DEM,31,10,0,0,0,8,13
McCormick,Modoc,State Senate,25,Shirley A Green Fayson,DEM,20,9,0,0,0,4,7
McCormick,Clark's Hill,State Senate,25,Shirley A Green Fayson,DEM,180,73,0,0,0,23,84
McCormick,Failsafe,State Senate,25,Shirley A Green Fayson,DEM,3,0,0,0,3,0,0
McCormick,Provisional,State Senate,25,Shirley A Green Fayson,DEM,0,0,0,0,0,0,0
McCormick,Failsafe Provisional,State Senate,25,Shirley A Green Fayson,DEM,0,0,0,0,0,0,0
McCormick,Mt. Carmel,State Senate,25,Write-In,NON,0,0,0,0,0,0,0
McCormick,Savannah,State Senate,25,Write-In,NON,0,0,0,0,0,0,0
McCormick,Willington,State Senate,25,Write-In,NON,0,0,0,0,0,0,0
McCormick,McCormick No. 2,State Senate,25,Write-In,NON,0,0,0,0,0,0,0
McCormick,Plum Branch,State Senate,25,Write-In,NON,0,0,0,0,0,0,0
McCormick,Parksville,State Senate,25,Write-In,NON,0,0,0,0,0,0,0
McCormick,Modoc,State Senate,25,Write-In,NON,0,0,0,0,0,0,0
McCormick,Clark's Hill,State Senate,25,Write-In,NON,0,0,0,0,0,0,0
McCormick,Failsafe,State Senate,25,Write-In,NON,0,0,0,0,0,0,0
McCormick,Provisional,State Senate,25,Write-In,NON,0,0,0,0,0,0,0
McCormick,Failsafe Provisional,State Senate,25,Write-In,NON,0,0,0,0,0,0,0
McCormick,Mt. Carmel,State House,12,Robbie Bryant,GRN,1,0,0,0,0,0,1
McCormick,Monticello,State House,12,Robbie Bryant,GRN,5,4,0,0,0,0,1
McCormick,Savannah,State House,12,Robbie Bryant,GRN,17,11,0,0,0,0,6
McCormick,Willington,State House,12,Robbie Bryant,GRN,2,1,0,0,0,0,1
McCormick,McCormick No. 1,State House,12,Robbie Bryant,GRN,15,6,0,0,0,3,6
McCormick,Bethany,State House,12,Robbie Bryant,GRN,4,3,0,0,0,0,1
McCormick,McCormick No. 2,State House,12,Robbie Bryant,GRN,16,8,0,0,0,2,6
McCormick,Plum Branch,State House,12,Robbie Bryant,GRN,5,2,0,0,0,0,3
McCormick,Parksville,State House,12,Robbie Bryant,GRN,3,1,0,0,0,0,2
McCormick,Modoc,State House,12,Robbie Bryant,GRN,4,2,0,0,0,1,1
McCormick,Clark's Hill,State House,12,Robbie Bryant,GRN,1,1,0,0,0,0,0
McCormick,Failsafe,State House,12,Robbie Bryant,GRN,0,0,0,0,0,0,0
McCormick,Provisional,State House,12,Robbie Bryant,GRN,0,0,0,0,0,0,0
McCormick,Failsafe Provisional,State House,12,Robbie Bryant,GRN,0,0,0,0,0,0,0
McCormick,Mt. Carmel,State House,12,James Pearman,REP,30,8,0,0,0,1,21
McCormick,Monticello,State House,12,James Pearman,REP,346,192,0,0,0,32,122
McCormick,Savannah,State House,12,James Pearman,REP,1191,741,0,0,0,129,321
McCormick,Willington,State House,12,James Pearman,REP,61,16,0,0,0,5,40
McCormick,McCormick No. 1,State House,12,James Pearman,REP,282,165,0,0,0,22,95
McCormick,Bethany,State House,12,James Pearman,REP,67,23,0,0,0,4,40
McCormick,McCormick No. 2,State House,12,James Pearman,REP,177,103,0,0,0,27,47
McCormick,Plum Branch,State House,12,James Pearman,REP,245,94,0,0,0,21,130
McCormick,Parksville,State House,12,James Pearman,REP,124,33,0,0,0,3,88
McCormick,Modoc,State House,12,James Pearman,REP,197,48,0,0,0,1,148
McCormick,Clark's Hill,State House,12,James Pearman,REP,199,84,0,0,0,15,100
McCormick,Failsafe,State House,12,James Pearman,REP,0,0,0,0,0,0,0
McCormick,Provisional,State House,12,James Pearman,REP,0,0,0,0,0,0,0
McCormick,Failsafe Provisional,State House,12,James Pearman,REP,0,0,0,0,0,0,0
McCormick,Mt. Carmel,State House,12,Anne Parks,DEM,161,42,0,0,0,24,95
McCormick,Monticello,State House,12,Anne Parks,DEM,144,76,0,0,0,46,22
McCormick,Savannah,State House,12,Anne Parks,DEM,444,267,0,0,0,127,50
McCormick,Willington,State House,12,Anne Parks,DEM,95,32,0,0,0,29,34
McCormick,McCormick No. 1,State House,12,Anne Parks,DEM,578,353,0,0,0,111,114
McCormick,Bethany,State House,12,Anne Parks,DEM,218,105,0,0,0,50,63
McCormick,McCormick No. 2,State House,12,Anne Parks,DEM,476,297,0,0,0,82,97
McCormick,Plum Branch,State House,12,Anne Parks,DEM,358,192,0,0,0,70,96
McCormick,Parksville,State House,12,Anne Parks,DEM,34,10,0,0,0,10,14
McCormick,Modoc,State House,12,Anne Parks,DEM,22,9,0,0,0,6,7
McCormick,Clark's Hill,State House,12,Anne Parks,DEM,187,75,0,0,0,23,89
McCormick,Failsafe,State House,12,Anne Parks,DEM,4,0,0,0,4,0,0
McCormick,Provisional,State House,12,Anne Parks,DEM,2,0,0,2,0,0,0
McCormick,Failsafe Provisional,State House,12,Anne Parks,DEM,0,0,0,0,0,0,0
McCormick,Mt. Carmel,State House,12,Write-In,NON,0,0,0,0,0,0,0
McCormick,Monticello,State House,12,Write-In,NON,0,0,0,0,0,0,0
McCormick,Savannah,State House,12,Write-In,NON,0,0,0,0,0,0,0
McCormick,Willington,State House,12,Write-In,NON,0,0,0,0,0,0,0
McCormick,McCormick No. 1,State House,12,Write-In,NON,2,1,0,0,0,1,0
McCormick,Bethany,State House,12,Write-In,NON,0,0,0,0,0,0,0
McCormick,McCormick No. 2,State House,12,Write-In,NON,0,0,0,0,0,0,0
McCormick,Plum Branch,State House,12,Write-In,NON,0,0,0,0,0,0,0
McCormick,Parksville,State House,12,Write-In,NON,0,0,0,0,0,0,0
McCormick,Modoc,State House,12,Write-In,NON,1,0,0,0,0,0,1
McCormick,Clark's Hill,State House,12,Write-In,NON,0,0,0,0,0,0,0
McCormick,Failsafe,State House,12,Write-In,NON,0,0,0,0,0,0,0
McCormick,Provisional,State House,12,Write-In,NON,0,0,0,0,0,0,0
McCormick,Failsafe Provisional,State House,12,Write-In,NON,0,0,0,0,0,0,0
Greenwood,Loblolly Pines,President,,Howie Hawkins | Angela Walker,GRN,4,2,0,0,0,0,2
Greenwood,Bee's Ferry,President,,Howie Hawkins | Angela Walker,GRN,4,4,0,0,0,0,0
Greenwood,Levi's Knoll,President,,Howie Hawkins | Angela Walker,GRN,1,0,0,0,0,0,1
Greenwood,Grandiflora Glen,President,,Howie Hawkins | Angela Walker,GRN,2,1,0,0,0,0,1
Greenwood,Ashley River Run,President,,Howie Hawkins | Angela Walker,GRN,2,1,0,0,0,0,1
Greenwood,Hope's Ferry,President,,Howie Hawkins | Angela Walker,GRN,3,1,0,0,0,1,1
Greenwood,Fairhope Ferry,President,,Howie Hawkins | Angela Walker,GRN,5,1,0,0,0,1,3
Greenwood,Pebble Stone Way,President,,Howie Hawkins | Angela Walker,GRN,8,3,0,0,0,1,4
Greenwood,Glendale,President,,Howie Hawkins | Angela Walker,GRN,0,0,0,0,0,0,0
Greenwood,Harris,President,,Howie Hawkins | Angela Walker,GRN,1,0,0,0,0,0,1
Greenwood,Laco,President,,Howie Hawkins | Angela Walker,GRN,5,3,0,0,0,1,1
Greenwood,Ninety Six,President,,Howie Hawkins | Angela Walker,GRN,0,0,0,0,0,0,0
Greenwood,Ninety Six Mill,President,,Howie Hawkins | Angela Walker,GRN,0,0,0,0,0,0,0
Greenwood,Ware Shoals,President,,Howie Hawkins | Angela Walker,GRN,1,0,0,0,0,0,1
Greenwood,Hodges,President,,Howie Hawkins | Angela Walker,GRN,2,0,0,0,0,0,2
Greenwood,Cokesbury,President,,Howie Hawkins | Angela Walker,GRN,4,3,0,0,0,0,1
Greenwood,Coronaca,President,,Howie Hawkins | Angela Walker,GRN,4,0,0,0,0,1,3
Greenwood,Greenwood High,President,,Howie Hawkins | Angela Walker,GRN,4,2,0,0,0,1,1
Greenwood,Georgetown,President,,Howie Hawkins | Angela Walker,GRN,0,0,0,0,0,0,0
Greenwood,Sandridge,President,,Howie Hawkins | Angela Walker,GRN,0,0,0,0,0,0,0
Greenwood,Callison,President,,Howie Hawkins | Angela Walker,GRN,3,0,0,0,0,0,3
Greenwood,Bradley,President,,Howie Hawkins | Angela Walker,GRN,1,0,0,0,0,0,1
Greenwood,Troy,President,,Howie Hawkins | Angela Walker,GRN,0,0,0,0,0,0,0
Greenwood,Epworth,President,,Howie Hawkins | Angela Walker,GRN,1,1,0,0,0,0,0
Greenwood,Verdery,President,,Howie Hawkins | Angela Walker,GRN,2,2,0,0,0,0,0
Greenwood,New Market,President,,Howie Hawkins | Angela Walker,GRN,3,0,0,0,0,0,3
Greenwood,Emerald,President,,Howie Hawkins | Angela Walker,GRN,1,1,0,0,0,0,0
Greenwood,Airport,President,,Howie Hawkins | Angela Walker,GRN,1,0,0,0,0,0,1
Greenwood,Emerald High,President,,Howie Hawkins | Angela Walker,GRN,2,0,0,0,0,0,2
Greenwood,Civic Center,President,,Howie Hawkins | Angela Walker,GRN,2,2,0,0,0,0,0
Greenwood,Riley,President,,Howie Hawkins | Angela Walker,GRN,0,0,0,0,0,0,0
Greenwood,Shoals Junction,President,,Howie Hawkins | Angela Walker,GRN,1,0,0,0,0,0,1
Greenwood,Greenwood Mill,President,,Howie Hawkins | Angela Walker,GRN,2,1,0,0,0,0,1
Greenwood,Stonewood,President,,Howie Hawkins | Angela Walker,GRN,2,1,0,0,0,1,0
Greenwood,Mimosa Crest,President,,Howie Hawkins | Angela Walker,GRN,0,0,0,0,0,0,0
