county,precinct,office,district,party,candidate,votes,provisional,failsafe,absentee_by_mail,failsafe_provisional,early_voting,election_day
Charleston,Mt. Pleasant 3,U.S. Senate,,NON,Write-In,2,0,0,0,0,2,0
Charleston,Mt. Pleasant 4,U.S. Senate,,NON,Write-In,0,0,0,0,0,0,0
Charleston,Mt. Pleasant 5,U.S. Senate,,NON,Write-In,0,0,0,0,0,0,0
Charleston,Mt. Pleasant 6,U.S. Senate,,NON,Write-In,1,0,0,0,0,0,1
Charleston,Mt. Pleasant 7,U.S. Senate,,NON,Write-In,3,0,0,0,0,1,2
Charleston,Mt. Pleasant 8,U.S. Senate,,NON,Write-In,0,0,0,0,0,0,0
Charleston,Mt. Pleasant 9,U.S. Senate,,NON,Write-In,0,0,0,0,0,0,0
Charleston,Mt. Pleasant 10,U.S. Senate,,NON,Write-In,1,0,0,0,0,1,0
Charleston,Mt. Pleasant 11,U.S. Senate,,NON,Write-In,0,0,0,0,0,0,0
Charleston,Mt. Pleasant 12,U.S. Senate,,NON,Write-In,2,0,0,0,0,1,1
Charleston,Mt. Pleasant 13,U.S. Senate,,NON,Write-In,0,0,0,0,0,0,0
Charleston,Mt. Pleasant 14,U.S. Senate,,NON,Write-In,1,0,0,0,0,1,0
Charleston,Mt. Pleasant 15,U.S. Senate,,NON,Write-In,3,0,0,0,0,3,0
Charleston,Mt. Pleasant 16,U.S. Senate,,NON,Write-In,1,0,0,0,0,0,1
Charleston,Mt. Pleasant 17,U.S. Senate,,NON,Write-In,0,0,0,0,0,0,0
Charleston,Mt. Pleasant 18,U.S. Senate,,NON,Write-In,0,0,0,0,0,0,0
Charleston,Mt. Pleasant 19,U.S. Senate,,NON,Write-In,3,0,0,0,0,2,1
Charleston,Mt. Pleasant 20,U.S. Senate,,NON,Write-In,2,0,0,0,0,0,2
Charleston,Mt. Pleasant 21,U.S. Senate,,NON,Write-In,0,0,0,0,0,0,0
Charleston,Mt. Pleasant 22,U.S. Senate,,NON,Write-In,5,0,0,0,0,4,1
Charleston,Mt. Pleasant 23,U.S. Senate,,NON,Write-In,2,0,0,0,0,2,0
Charleston,Mt. Pleasant 24,U.S. Senate,,NON,Write-In,0,0,0,0,0,0,0
Charleston,Mt. Pleasant 25,U.S. Senate,,NON,Write-In,0,0,0,0,0,0,0
Charleston,Mt. Pleasant 26,U.S. Senate,,NON,Write-In,0,0,0,0,0,0,0
Charleston,Mt. Pleasant 27,U.S. Senate,,NON,Write-In,1,0,0,0,0,1,0
Charleston,Mt. Pleasant 28,U.S. Senate,,NON,Write-In,1,0,0,0,0,1,0
Charleston,Mt. Pleasant 29,U.S. Senate,,NON,Write-In,0,0,0,0,0,0,0
Charleston,Mt. Pleasant 30,U.S. Senate,,NON,Write-In,1,0,0,0,0,0,1
Charleston,Mt. Pleasant 31,U.S. Senate,,NON,Write-In,2,0,0,0,0,1,1
Charleston,Mt. Pleasant 32,U.S. Senate,,NON,Write-In,2,0,0,2,0,0,0
Charleston,Mt. Pleasant 33,U.S. Senate,,NON,Write-In,2,0,0,0,0,1,1
Charleston,Mt. Pleasant 34,U.S. Senate,,NON,Write-In,1,0,0,0,0,1,0
Charleston,Mt. Pleasant 35,U.S. Senate,,NON,Write-In,2,0,0,0,0,1,1
Charleston,Mt. Pleasant 36,U.S. Senate,,NON,Write-In,0,0,0,0,0,0,0
Charleston,Mt. Pleasant 37,U.S. Senate,,NON,Write-In,1,0,0,0,0,0,1
Charleston,Mt. Pleasant 38,U.S. Senate,,NON,Write-In,1,0,0,0,0,1,0
Charleston,Mt. Pleasant 39,U.S. Senate,,NON,Write-In,0,0,0,0,0,0,0
Charleston,James Island 1A,U.S. Senate,,NON,Write-In,1,0,0,0,0,1,0
Charleston,James Island 1B,U.S. Senate,,NON,Write-In,1,0,0,0,0,1,0
Charleston,James Island 3,U.S. Senate,,NON,Write-In,1,0,0,0,0,0,1
Charleston,James Island 5A,U.S. Senate,,NON,Write-In,2,0,0,0,0,1,1
Charleston,James Island 5B,U.S. Senate,,NON,Write-In,0,0,0,0,0,0,0
Charleston,James Island 6,U.S. Senate,,NON,Write-In,1,0,0,0,0,1,0
Charleston,James Island 7,U.S. Senate,,NON,Write-In,0,0,0,0,0,0,0
Charleston,James Island 8A,U.S. Senate,,NON,Write-In,1,0,0,1,0,0,0
Charleston,James Island 8B,U.S. Senate,,NON,Write-In,1,0,0,0,0,1,0
Charleston,James Island 9,U.S. Senate,,NON,Write-In,0,0,0,0,0,0,0
Charleston,James Island 10,U.S. Senate,,NON,Write-In,3,0,0,0,0,1,2
Charleston,James Island 11,U.S. Senate,,NON,Write-In,4,0,0,1,0,1,2
Charleston,James Island 12,U.S. Senate,,NON,Write-In,1,0,0,0,0,0,1
Charleston,James Island 13,U.S. Senate,,NON,Write-In,5,0,0,2,0,2,1
Charleston,James Island 14,U.S. Senate,,NON,Write-In,1,0,0,0,0,0,1
Charleston,James Island 15,U.S. Senate,,NON,Write-In,2,0,0,0,0,0,2
Charleston,James Island 17,U.S. Senate,,NON,Write-In,1,0,0,0,0,1,0
Charleston,James Island 19,U.S. Senate,,NON,Write-In,3,0,0,0,0,1,2
Charleston,James Island 20,U.S. Senate,,NON,Write-In,1,0,0,0,0,1,0
Charleston,James Island 22,U.S. Senate,,NON,Write-In,1,0,0,0,0,1,0
Charleston,Johns Island 1A,U.S. Senate,,NON,Write-In,2,0,0,0,0,1,1
Charleston,Johns Island 1B,U.S. Senate,,NON,Write-In,0,0,0,0,0,0,0
Charleston,Johns Island 2,U.S. Senate,,NON,Write-In,6,0,0,2,0,1,3
Charleston,Johns Island 3A,U.S. Senate,,NON,Write-In,7,0,0,0,0,5,2
Charleston,Johns Island 3B,U.S. Senate,,NON,Write-In,0,0,0,0,0,0,0
Charleston,Johns Island 4,U.S. Senate,,NON,Write-In,0,0,0,0,0,0,0
Charleston,St. Pauls 1,U.S. Senate,,NON,Write-In,0,0,0,0,0,0,0
Charleston,St. Pauls 2A,U.S. Senate,,NON,Write-In,1,0,0,0,0,0,1
Charleston,St. Pauls 2B,U.S. Senate,,NON,Write-In,0,0,0,0,0,0,0
Charleston,St. Pauls 3,U.S. Senate,,NON,Write-In,0,0,0,0,0,0,0
Charleston,St. Pauls 4,U.S. Senate,,NON,Write-In,1,0,0,0,0,1,0
Charleston,St. Pauls 5,U.S. Senate,,NON,Write-In,0,0,0,0,0,0,0
Charleston,St. Pauls 6,U.S. Senate,,NON,Write-In,0,0,0,0,0,0,0
Charleston,St. Andrews 1,U.S. Senate,,NON,Write-In,2,0,0,0,0,2,0
Charleston,St. Andrews 2,U.S. Senate,,NON,Write-In,3,0,0,1,0,2,0
Charleston,St. Andrews 3,U.S. Senate,,NON,Write-In,0,0,0,0,0,0,0
Charleston,St. Andrews 4,U.S. Senate,,NON,Write-In,3,0,0,0,0,2,1
Charleston,St. Andrews 5,U.S. Senate,,NON,Write-In,3,0,0,2,0,0,1
Charleston,St. Andrews 6,U.S. Senate,,NON,Write-In,0,0,0,0,0,0,0
Charleston,St. Andrews 7,U.S. Senate,,NON,Write-In,0,0,0,0,0,0,0
Charleston,St. Andrews 8,U.S. Senate,,NON,Write-In,0,0,0,0,0,0,0
Charleston,St. Andrews 9,U.S. Senate,,NON,Write-In,0,0,0,0,0,0,0
Charleston,St. Andrews 10,U.S. Senate,,NON,Write-In,2,0,0,1,0,0,1
Charleston,St. Andrews 11,U.S. Senate,,NON,Write-In,1,0,0,0,0,1,0
Charleston,St. Andrews 12,U.S. Senate,,NON,Write-In,2,0,0,0,0,2,0
Charleston,St. Andrews 13,U.S. Senate,,NON,Write-In,1,0,0,0,0,1,0
Charleston,St. Andrews 14,U.S. Senate,,NON,Write-In,0,0,0,0,0,0,0
Charleston,St. Andrews 15,U.S. Senate,,NON,Write-In,1,0,0,0,0,0,1
Charleston,St. Andrews 16,U.S. Senate,,NON,Write-In,0,0,0,0,0,0,0
Charleston,St. Andrews 17,U.S. Senate,,NON,Write-In,2,0,0,1,0,1,0
Charleston,St. Andrews 18,U.S. Senate,,NON,Write-In,0,0,0,0,0,0,0
Charleston,ST. ANDREWS 19,U.S. Senate,,NON,Write-In,0,0,0,0,0,0,0
Charleston,St. Andrews 20,U.S. Senate,,NON,Write-In,1,0,0,0,0,0,1
Charleston,St. Andrews 21,U.S. Senate,,NON,Write-In,0,0,0,0,0,0,0
Charleston,St. Andrews 22,U.S. Senate,,NON,Write-In,3,0,0,0,0,0,3
Charleston,St. Andrews 23,U.S. Senate,,NON,Write-In,2,0,0,0,0,0,2
Charleston,St. Andrews 24,U.S. Senate,,NON,Write-In,0,0,0,0,0,0,0
Charleston,St. Andrews 25,U.S. Senate,,NON,Write-In,2,0,0,0,0,1,1
Charleston,St. Andrews 26,U.S. Senate,,NON,Write-In,5,0,0,1,0,1,3
Charleston,St. Andrews 27,U.S. Senate,,NON,Write-In,2,0,0,0,0,1,1
Charleston,St. Andrews 28,U.S. Senate,,NON,Write-In,1,0,0,0,0,0,1
Charleston,St. Andrews 29,U.S. Senate,,NON,Write-In,5,0,0,0,0,1,4
Charleston,St. Andrews 30,U.S. Senate,,NON,Write-In,2,0,0,0,0,0,2
Charleston,St. Andrews 31,U.S. Senate,,NON,Write-In,0,0,0,0,0,0,0
Charleston,St. Andrews 32,U.S. Senate,,NON,Write-In,1,0,0,0,0,0,1
Charleston,St. Andrews 33,U.S. Senate,,NON,Write-In,0,0,0,0,0,0,0
Charleston,St. Andrews 34,U.S. Senate,,NON,Write-In,1,0,0,1,0,0,0
Charleston,St. Andrews 35,U.S. Senate,,NON,Write-In,0,0,0,0,0,0,0
Charleston,St. Andrews 36,U.S. Senate,,NON,Write-In,2,0,0,0,0,1,1
Charleston,St. Andrews 37,U.S. Senate,,NON,Write-In,2,0,0,0,0,2,0
Charleston,North Charleston 1,U.S. Senate,,NON,Write-In,0,0,0,0,0,0,0
Charleston,North Charleston 2,U.S. Senate,,NON,Write-In,0,0,0,0,0,0,0
Charleston,North Charleston 3,U.S. Senate,,NON,Write-In,1,0,0,0,0,0,1
Charleston,North Charleston 4,U.S. Senate,,NON,Write-In,1,0,0,0,0,1,0
Charleston,North Charleston 5,U.S. Senate,,NON,Write-In,1,0,0,0,0,0,1
Charleston,North Charleston 6,U.S. Senate,,NON,Write-In,0,0,0,0,0,0,0
Charleston,North Charleston 7,U.S. Senate,,NON,Write-In,1,0,0,0,0,1,0
Charleston,North Charleston 8,U.S. Senate,,NON,Write-In,3,0,0,0,0,0,3
Charleston,North Charleston 9,U.S. Senate,,NON,Write-In,1,0,0,0,0,0,1
Charleston,North Charleston 10,U.S. Senate,,NON,Write-In,0,0,0,0,0,0,0
Charleston,North Charleston 11,U.S. Senate,,NON,Write-In,2,0,0,0,0,2,0
Charleston,North Charleston 12,U.S. Senate,,NON,Write-In,3,0,0,1,0,2,0
Charleston,North Charleston 13,U.S. Senate,,NON,Write-In,1,0,0,0,0,0,1
Charleston,North Charleston 14,U.S. Senate,,NON,Write-In,0,0,0,0,0,0,0
Charleston,North Charleston 15,U.S. Senate,,NON,Write-In,1,0,0,0,0,0,1
Charleston,North Charleston 16,U.S. Senate,,NON,Write-In,0,0,0,0,0,0,0
Charleston,North Charleston 17,U.S. Senate,,NON,Write-In,2,0,0,0,0,0,2
Charleston,North Charleston 18,U.S. Senate,,NON,Write-In,1,0,0,0,0,0,1
Charleston,North Charleston 19,U.S. Senate,,NON,Write-In,1,0,0,0,0,1,0
Charleston,North Charleston 20,U.S. Senate,,NON,Write-In,4,0,0,0,0,2,2
Charleston,North Charleston 21,U.S. Senate,,NON,Write-In,1,0,0,0,0,1,0
Charleston,North Charleston 22,U.S. Senate,,NON,Write-In,1,0,0,0,0,1,0
Charleston,North Charleston 23,U.S. Senate,,NON,Write-In,4,0,0,0,0,2,2
Charleston,North Charleston 24,U.S. Senate,,NON,Write-In,0,0,0,0,0,0,0
Charleston,North Charleston 25,U.S. Senate,,NON,Write-In,0,0,0,0,0,0,0
Charleston,North Charleston 26,U.S. Senate,,NON,Write-In,0,0,0,0,0,0,0
Charleston,North Charleston 27,U.S. Senate,,NON,Write-In,0,0,0,0,0,0,0
Charleston,North Charleston 28,U.S. Senate,,NON,Write-In,0,0,0,0,0,0,0
Charleston,North Charleston 29,U.S. Senate,,NON,Write-In,0,0,0,0,0,0,0
Charleston,North Charleston 30,U.S. Senate,,NON,Write-In,0,0,0,0,0,0,0
Charleston,Failsafe,U.S. Senate,,NON,Write-In,0,0,0,0,0,0,0
Charleston,Provisional,U.S. Senate,,NON,Write-In,0,0,0,0,0,0,0
Charleston,Failsafe Provisional,U.S. Senate,,NON,Write-In,0,0,0,0,0,0,0
Charleston,Deer Park 1A,U.S. House,6,REP,REP Duke Buckner,139,0,0,1,0,36,102
Charleston,Deer Park 1B,U.S. House,6,REP,REP Duke Buckner,489,0,0,60,0,172,257
Charleston,Deer Park 2A,U.S. House,6,REP,REP Duke Buckner,409,0,0,28,0,133,248
Charleston,Deer Park 2B,U.S. House,6,REP,REP Duke Buckner,225,0,0,8,0,56,161
Charleston,Deer Park 2C,U.S. House,6,REP,REP Duke Buckner,230,0,0,19,0,58,153
Charleston,Deer Park 3,U.S. House,6,REP,REP Duke Buckner,226,0,0,11,0,61,154
Charleston,Lincolnville,U.S. House,6,REP,REP Duke Buckner,385,0,0,26,0,76,283
Charleston,Ladson,U.S. House,6,REP,REP Duke Buckner,450,0,0,32,0,136,282
Charleston,Charleston 1,U.S. House,6,REP,REP Duke Buckner,294,0,0,14,0,98,182
Charleston,Charleston 2,U.S. House,6,REP,REP Duke Buckner,343,0,0,27,0,131,185
Charleston,Charleston 3,U.S. House,6,REP,REP Duke Buckner,275,0,0,12,0,97,166
Charleston,Charleston 4,U.S. House,6,REP,REP Duke Buckner,213,0,0,3,0,49,161
Charleston,Charleston 5,U.S. House,6,REP,REP Duke Buckner,209,0,0,12,0,67,130
Charleston,Charleston 6,U.S. House,6,REP,REP Duke Buckner,212,0,0,16,0,75,121
Charleston,Charleston 7,U.S. House,6,REP,REP Duke Buckner,218,0,0,9,0,121,88
Charleston,Charleston 8,U.S. House,6,REP,REP Duke Buckner,62,0,0,0,0,21,41
Charleston,Charleston 9,U.S. House,6,REP,REP Duke Buckner,79,0,0,2,0,26,51
Charleston,Charleston 10,U.S. House,6,REP,REP Duke Buckner,34,0,0,0,0,2,32
Charleston,Charleston 11,U.S. House,6,REP,REP Duke Buckner,150,0,0,4,0,52,94
Charleston,Charleston 12,U.S. House,6,REP,REP Duke Buckner,180,0,0,6,0,43,131
Charleston,Charleston 13,U.S. House,6,REP,REP Duke Buckner,69,0,0,0,0,22,47
Charleston,Charleston 14,U.S. House,6,REP,REP Duke Buckner,92,0,0,0,0,12,80
Charleston,Charleston 15,U.S. House,6,REP,REP Duke Buckner,95,0,0,2,0,25,68
Charleston,Charleston 16,U.S. House,6,REP,REP Duke Buckner,83,0,0,1,0,17,65
Charleston,Charleston 17,U.S. House,6,REP,REP Duke Buckner,109,0,0,3,0,32,74
Charleston,Charleston 18,U.S. House,6,REP,REP Duke Buckner,93,0,0,0,0,18,75
Charleston,Charleston 19,U.S. House,6,REP,REP Duke Buckner,49,0,0,1,0,6,42
Charleston,Charleston 20,U.S. House,6,REP,REP Duke Buckner,158,0,0,3,0,49,106
Charleston,Charleston 21,U.S. House,6,REP,REP Duke Buckner,33,0,0,1,0,5,27
Charleston,St. Pauls 1,U.S. House,6,REP,REP Duke Buckner,119,0,0,6,0,49,64
Charleston,St. Pauls 2A,U.S. House,6,REP,REP Duke Buckner,200,0,0,12,0,92,96
Charleston,St. Pauls 2B,U.S. House,6,REP,REP Duke Buckner,344,0,0,15,0,154,175
Charleston,St. Pauls 3,U.S. House,6,REP,REP Duke Buckner,981,0,0,33,0,574,374
Charleston,St. Pauls 4,U.S. House,6,REP,REP Duke Buckner,234,0,0,12,0,106,116
Charleston,St. Pauls 5,U.S. House,6,REP,REP Duke Buckner,297,0,0,10,0,150,137
Charleston,St. Pauls 6,U.S. House,6,REP,REP Duke Buckner,871,0,0,33,0,483,355
Charleston,St. Andrews 1,U.S. House,6,REP,REP Duke Buckner,114,0,0,12,0,47,55
Charleston,St. Andrews 2,U.S. House,6,REP,REP Duke Buckner,200,0,0,5,0,74,121
Charleston,St. Andrews 3,U.S. House,6,REP,REP Duke Buckner,146,0,0,9,0,35,102
Charleston,St. Andrews 4,U.S. House,6,REP,REP Duke Buckner,456,0,0,15,0,173,268
Charleston,St. Andrews 5,U.S. House,6,REP,REP Duke Buckner,396,0,0,24,0,168,204
Charleston,St. Andrews 6,U.S. House,6,REP,REP Duke Buckner,429,0,0,13,0,181,235
Charleston,St. Andrews 7,U.S. House,6,REP,REP Duke Buckner,511,0,0,24,0,206,281
Charleston,St. Andrews 8,U.S. House,6,REP,REP Duke Buckner,68,0,0,2,0,22,44
Charleston,St. Andrews 9,U.S. House,6,REP,REP Duke Buckner,36,0,0,0,0,10,26
Charleston,St. Andrews 10,U.S. House,6,REP,REP Duke Buckner,226,0,0,1,0,82,143
Charleston,St. Andrews 11,U.S. House,6,REP,REP Duke Buckner,336,0,0,14,0,181,141
Charleston,St. Andrews 12,U.S. House,6,REP,REP Duke Buckner,334,0,0,19,0,149,166
Charleston,St. Andrews 13,U.S. House,6,REP,REP Duke Buckner,321,0,0,13,0,123,185
Charleston,St. Andrews 14,U.S. House,6,REP,REP Duke Buckner,324,0,0,11,0,113,200
Charleston,St. Andrews 15,U.S. House,6,REP,REP Duke Buckner,85,0,0,4,0,27,54
Charleston,St. Andrews 16,U.S. House,6,REP,REP Duke Buckner,282,0,0,3,0,117,162
Charleston,St. Andrews 17,U.S. House,6,REP,REP Duke Buckner,508,0,0,29,0,237,242
Charleston,St. Andrews 18,U.S. House,6,REP,REP Duke Buckner,214,0,0,4,0,82,128
Charleston,ST. ANDREWS 19,U.S. House,6,REP,REP Duke Buckner,11,0,0,1,0,1,9
Charleston,St. Andrews 20,U.S. House,6,REP,REP Duke Buckner,397,0,0,25,0,189,183
Charleston,St. Andrews 21,U.S. House,6,REP,REP Duke Buckner,193,0,0,8,0,75,110
Charleston,St. Andrews 22,U.S. House,6,REP,REP Duke Buckner,357,0,0,22,0,136,199
Charleston,St. Andrews 23,U.S. House,6,REP,REP Duke Buckner,158,0,0,5,0,61,92
Charleston,St. Andrews 24,U.S. House,6,REP,REP Duke Buckner,183,0,0,11,0,81,91
Charleston,St. Andrews 25,U.S. House,6,REP,REP Duke Buckner,196,0,0,11,0,95,90
Charleston,St. Andrews 26,U.S. House,6,REP,REP Duke Buckner,291,0,0,5,0,146,140
Charleston,St. Andrews 27,U.S. House,6,REP,REP Duke Buckner,960,0,0,32,0,456,472
Charleston,St. Andrews 28,U.S. House,6,REP,REP Duke Buckner,796,0,0,15,0,412,369
Charleston,St. Andrews 29,U.S. House,6,REP,REP Duke Buckner,761,0,0,25,0,357,379
Charleston,St. Andrews 30,U.S. House,6,REP,REP Duke Buckner,434,0,0,25,0,241,168
Charleston,St. Andrews 31,U.S. House,6,REP,REP Duke Buckner,308,0,0,18,0,122,168
Charleston,St. Andrews 32,U.S. House,6,REP,REP Duke Buckner,332,0,0,19,0,112,201
Charleston,St. Andrews 33,U.S. House,6,REP,REP Duke Buckner,278,0,0,14,0,149,115
Charleston,St. Andrews 34,U.S. House,6,REP,REP Duke Buckner,721,0,0,38,0,283,400
Charleston,St. Andrews 35,U.S. House,6,REP,REP Duke Buckner,605,0,0,25,0,260,320
Charleston,St. Andrews 36,U.S. House,6,REP,REP Duke Buckner,500,0,0,21,0,175,304
Charleston,St. Andrews 37,U.S. House,6,REP,REP Duke Buckner,1240,0,0,24,0,553,663
Charleston,North Charleston 1,U.S. House,6,REP,REP Duke Buckner,17,0,0,0,0,5,12
Charleston,North Charleston 2,U.S. House,6,REP,REP Duke Buckner,11,0,0,4,0,5,2
Charleston,North Charleston 3,U.S. House,6,REP,REP Duke Buckner,361,0,0,17,0,95,249
Charleston,North Charleston 4,U.S. House,6,REP,REP Duke Buckner,58,0,0,0,0,20,38
Charleston,North Charleston 5,U.S. House,6,REP,REP Duke Buckner,43,0,0,0,0,14,29
Charleston,North Charleston 6,U.S. House,6,REP,REP Duke Buckner,24,0,0,0,0,2,22
Charleston,North Charleston 7,U.S. House,6,REP,REP Duke Buckner,20,0,0,3,0,4,13
Charleston,North Charleston 8,U.S. House,6,REP,REP Duke Buckner,123,0,0,4,0,41,78
Charleston,North Charleston 9,U.S. House,6,REP,REP Duke Buckner,211,0,0,15,0,83,113
Charleston,North Charleston 10,U.S. House,6,REP,REP Duke Buckner,60,0,0,1,0,15,44
Charleston,North Charleston 11,U.S. House,6,REP,REP Duke Buckner,200,0,0,7,0,76,117
Charleston,North Charleston 12,U.S. House,6,REP,REP Duke Buckner,218,0,0,9,0,81,128
Charleston,North Charleston 13,U.S. House,6,REP,REP Duke Buckner,30,0,0,0,0,14,16
Charleston,North Charleston 14,U.S. House,6,REP,REP Duke Buckner,98,0,0,4,0,43,51
Charleston,North Charleston 15,U.S. House,6,REP,REP Duke Buckner,68,0,0,1,0,19,48
Charleston,North Charleston 16,U.S. House,6,REP,REP Duke Buckner,106,0,0,2,0,42,62
Charleston,North Charleston 17,U.S. House,6,REP,REP Duke Buckner,32,0,0,0,0,11,21
Charleston,North Charleston 18,U.S. House,6,REP,REP Duke Buckner,136,0,0,7,0,59,70
Charleston,North Charleston 19,U.S. House,6,REP,REP Duke Buckner,68,0,0,4,0,40,24
Charleston,North Charleston 20,U.S. House,6,REP,REP Duke Buckner,184,0,0,7,0,81,96
Charleston,North Charleston 21,U.S. House,6,REP,REP Duke Buckner,164,0,0,8,0,53,103
Charleston,North Charleston 22,U.S. House,6,REP,REP Duke Buckner,100,0,0,4,0,30,66
Charleston,North Charleston 23,U.S. House,6,REP,REP Duke Buckner,301,0,0,19,0,109,173
Charleston,North Charleston 24,U.S. House,6,REP,REP Duke Buckner,181,0,0,1,0,64,116
Charleston,North Charleston 25,U.S. House,6,REP,REP Duke Buckner,31,0,0,0,0,4,27
Charleston,North Charleston 26,U.S. House,6,REP,REP Duke Buckner,17,0,0,0,0,3,14
Charleston,North Charleston 27,U.S. House,6,REP,REP Duke Buckner,76,0,0,1,0,17,58
Charleston,North Charleston 28,U.S. House,6,REP,REP Duke Buckner,33,0,0,0,0,12,21
Charleston,North Charleston 29,U.S. House,6,REP,REP Duke Buckner,83,0,0,3,0,23,57
Charleston,North Charleston 30,U.S. House,6,REP,REP Duke Buckner,170,0,0,8,0,52,110
Charleston,Failsafe,U.S. House,6,REP,REP Duke Buckner,34,0,34,0,0,0,0
Charleston,Provisional,U.S. House,6,REP,REP Duke Buckner,45,45,0,0,0,0,0
Charleston,Failsafe Provisional,U.S. House,6,REP,REP Duke Buckner,38,0,0,0,38,0,0
Charleston,Deer Park 1A,U.S. House,6,DEM,DEM James E Jim Clyburn,287,0,0,5,0,101,181
Charleston,Deer Park 1B,U.S. House,6,DEM,DEM James E Jim Clyburn,585,0,0,62,0,216,307
Charleston,Deer Park 2A,U.S. House,6,DEM,DEM James E Jim Clyburn,520,0,0,20,0,187,313
Charleston,Deer Park 2B,U.S. House,6,DEM,DEM James E Jim Clyburn,406,0,0,9,0,161,236
Charleston,Deer Park 2C,U.S. House,6,DEM,DEM James E Jim Clyburn,265,0,0,17,0,87,161
Charleston,Deer Park 3,U.S. House,6,DEM,DEM James E Jim Clyburn,545,0,0,10,0,208,327
Charleston,Lincolnville,U.S. House,6,DEM,DEM James E Jim Clyburn,457,0,0,24,0,107,326
Charleston,Ladson,U.S. House,6,DEM,DEM James E Jim Clyburn,713,0,0,52,0,273,388
Charleston,Charleston 1,U.S. House,6,DEM,DEM James E Jim Clyburn,199,0,0,18,0,92,89
Charleston,Charleston 2,U.S. House,6,DEM,DEM James E Jim Clyburn,220,0,0,14,0,83,123
Charleston,Charleston 3,U.S. House,6,DEM,DEM James E Jim Clyburn,318,0,0,9,0,155,154
Charleston,Charleston 4,U.S. House,6,DEM,DEM James E Jim Clyburn,245,0,0,14,0,82,149
Charleston,Charleston 5,U.S. House,6,DEM,DEM James E Jim Clyburn,228,0,0,8,0,95,125
Charleston,Charleston 6,U.S. House,6,DEM,DEM James E Jim Clyburn,322,0,0,32,0,117,173
Charleston,Charleston 7,U.S. House,6,DEM,DEM James E Jim Clyburn,341,0,0,18,0,188,135
Charleston,Charleston 8,U.S. House,6,DEM,DEM James E Jim Clyburn,369,0,0,10,0,152,207
Charleston,Charleston 9,U.S. House,6,DEM,DEM James E Jim Clyburn,216,0,0,8,0,104,104
Charleston,Charleston 10,U.S. House,6,DEM,DEM James E Jim Clyburn,113,0,0,7,0,42,64
Charleston,Charleston 11,U.S. House,6,DEM,DEM James E Jim Clyburn,364,0,0,8,0,127,229
Charleston,Charleston 12,U.S. House,6,DEM,DEM James E Jim Clyburn,477,0,0,32,0,206,239
Charleston,Charleston 13,U.S. House,6,DEM,DEM James E Jim Clyburn,453,0,0,17,0,189,247
Charleston,Charleston 14,U.S. House,6,DEM,DEM James E Jim Clyburn,297,0,0,15,0,128,154
Charleston,Charleston 15,U.S. House,6,DEM,DEM James E Jim Clyburn,348,0,0,10,0,112,226
Charleston,Charleston 16,U.S. House,6,DEM,DEM James E Jim Clyburn,426,0,0,15,0,176,235
Charleston,Charleston 17,U.S. House,6,DEM,DEM James E Jim Clyburn,497,0,0,19,0,236,242
Charleston,Charleston 18,U.S. House,6,DEM,DEM James E Jim Clyburn,519,0,0,11,0,200,308
Charleston,Charleston 19,U.S. House,6,DEM,DEM James E Jim Clyburn,350,0,0,10,0,150,190
Charleston,Charleston 20,U.S. House,6,DEM,DEM James E Jim Clyburn,545,0,0,27,0,247,271
Charleston,Charleston 21,U.S. House,6,DEM,DEM James E Jim Clyburn,243,0,0,8,0,62,173
Charleston,St. Pauls 1,U.S. House,6,DEM,DEM James E Jim Clyburn,307,0,0,8,0,147,152
Charleston,St. Pauls 2A,U.S. House,6,DEM,DEM James E Jim Clyburn,243,0,0,13,0,131,99
Charleston,St. Pauls 2B,U.S. House,6,DEM,DEM James E Jim Clyburn,436,0,0,34,0,225,177
Charleston,St. Pauls 3,U.S. House,6,DEM,DEM James E Jim Clyburn,461,0,0,38,0,289,134
Charleston,St. Pauls 4,U.S. House,6,DEM,DEM James E Jim Clyburn,601,0,0,42,0,362,197
Charleston,St. Pauls 5,U.S. House,6,DEM,DEM James E Jim Clyburn,254,0,0,27,0,115,112
Charleston,St. Pauls 6,U.S. House,6,DEM,DEM James E Jim Clyburn,513,0,0,46,0,293,174
Charleston,St. Andrews 1,U.S. House,6,DEM,DEM James E Jim Clyburn,253,0,0,22,0,147,84
Charleston,St. Andrews 2,U.S. House,6,DEM,DEM James E Jim Clyburn,413,0,0,20,0,187,206
Charleston,St. Andrews 3,U.S. House,6,DEM,DEM James E Jim Clyburn,600,0,0,23,0,291,286
Charleston,St. Andrews 4,U.S. House,6,DEM,DEM James E Jim Clyburn,430,0,0,24,0,198,208
Charleston,St. Andrews 5,U.S. House,6,DEM,DEM James E Jim Clyburn,560,0,0,39,0,273,248
Charleston,St. Andrews 6,U.S. House,6,DEM,DEM James E Jim Clyburn,360,0,0,7,0,145,208
Charleston,St. Andrews 7,U.S. House,6,DEM,DEM James E Jim Clyburn,515,0,0,19,0,231,265
Charleston,St. Andrews 8,U.S. House,6,DEM,DEM James E Jim Clyburn,336,0,0,23,0,183,130
Charleston,St. Andrews 9,U.S. House,6,DEM,DEM James E Jim Clyburn,401,0,0,22,0,182,197
Charleston,St. Andrews 10,U.S. House,6,DEM,DEM James E Jim Clyburn,382,0,0,16,0,179,187
Charleston,St. Andrews 11,U.S. House,6,DEM,DEM James E Jim Clyburn,280,0,0,24,0,146,110
